;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Animal1;Time;Experiment;Experiment
;snout;snout;right-forepaw;right-forepaw;left-forepaw;left-forepaw;right-hindpaw;right-hindpaw;left-hindpaw;left-hindpaw;tail-base;tail-base;;Status;Trial
;x;y;x;y;x;y;x;y;x;y;x;y;;;
Frame;;;;;;;;;;;;;;;
498;436.57724487781525;173.27277994155884;517.9964091777802;183.829660654068;488.50764513015747;156.2591358423233;532.3632127344608;194.68370509147644;568.8687629699707;159.86293530464172;572.7300254106522;187.86504805088043;5.058;False;
501;402.1757724285126;172.04495970904827;441.66146659851074;182.12881755828857;489.18622636795044;157.01287031173706;525.5168379545212;193.09726858139038;503.00710344314575;154.87703096866608;535.2119772434235;174.62403321266174;5.154;False;
504;361.432177066803;178.64169800281525;438.2474238872528;182.67816734313965;392.72007989883423;158.65660524368286;440.1399259567261;194.05033004283905;494.9742023944855;158.93450450897217;489.00927686691284;187.02781760692596;5.266;False;
507;314.2342495918274;175.00193190574646;338.7998147010803;182.0825653076172;383.83666467666626;159.8400754928589;434.7436777353287;191.7811155319214;406.28977227211;156.25815850496292;444.05425979197025;176.97775959968567;5.363;False;
510;289.5436108112335;196.81770342588425;339.82259552180767;183.03497886657715;309.0217798948288;165.32226252555847;349.27316081523895;195.85061159729958;399.5700159072876;158.49379134178162;399.2228298187256;181.69029939174652;5.458;False;
513;278.0977466106415;215.41582679748535;336.1312551498413;182.0006856918335;308.7453272342682;167.73363733291626;343.3953204154968;195.3262972831726;342.68742322921753;158.9010293483734;375.95631647109985;173.26915216445923;5.569;False;
516;266.7377643585205;216.85806369781494;289.71177864074707;201.58370065689087;272.6218726634979;182.65818428993225;340.3931820690632;195.8817968443036;318.36116576194763;156.5334979891777;362.33100867271423;169.18712663650513;5.666;False;
519;270.437597990036;219.80387270450592;289.0749936103821;200.21654748916626;274.9816071987152;189.0103793144226;311.72969579696655;208.51111125946045;319.7604150772095;157.68191516399384;349.0464482307434;172.66329193115234;5.763;False;
522;280.3298921585083;223.62942337989807;286.67702317237854;202.5791311264038;278.5800380706787;188.27702203392982;297.55878019332886;209.85349655151367;318.5052955150604;157.74034667015076;343.1322326660156;182.04264116287231;5.853;False;
525;279.50493931770325;226.5486809015274;284.84681129455566;205.1427835226059;278.2701880931854;186.4306676387787;296.39068722724915;207.57051992416382;318.45308470726013;157.2418873310089;343.26683354377747;182.15807032585144;5.969;False;
528;284.61569195985794;231.86638832092285;278.7515962123871;206.0126609802246;276.9710800051689;184.52134323120117;296.46629095077515;207.68803930282593;318.8777003288269;158.67804646492004;338.83440685272217;180.30427604913712;6.066;False;
531;287.88412618637085;232.87914514541626;283.40868467092514;204.16290763020515;278.3584725856781;189.72334611415863;297.36993646621704;207.12868404388428;308.6098507642746;162.75022757053375;338.03986406326294;178.29823863506317;6.162;False;
534;283.39615309238434;235.52715694904327;309.78940057754517;221.61977744102478;276.5302394628525;202.1108227968216;300.285104483366;209.03386807441711;299.02596950531006;159.30269408226013;335.2365348339081;174.6213035583496;6.274;False;
537;284.65265184640884;241.9455487728119;307.7245935499668;228.792198240757;270.8612413406372;213.8118041753769;299.3866820335388;208.7688102722168;297.21751737594604;158.73195147514343;332.97038757801056;173.71012663841248;6.369;False;
540;286.36792159080505;244.8299679160118;305.50277042388916;231.65709018707275;269.71375703811646;216.59371042251587;298.8320645093918;208.94802355766296;297.63334441185;159.02222800254822;328.17868542671204;174.8761386871338;6.465;False;
543;279.7324664592743;244.15009781718254;309.2993143796921;231.09756326675415;269.7333723306656;216.92728805541992;299.17147213220596;208.8895890712738;297.93968200683594;159.69424319267273;328.23220014572144;174.81751441955566;6.563;False;
546;279.27176094055176;245.46289432048798;310.1020472049713;230.55584001541138;270.86450147628784;217.80079793930054;299.05184441804886;208.72152137756348;297.8843643665314;159.56503868103027;328.5309536457062;174.59688329696655;6.672;False;
549;286.8070914745331;248.45297193527222;306.78028905391693;229.29895913600922;268.17193126678467;216.3986520767212;299.1809224486351;208.76487684249878;297.901718378067;159.17787504196167;327.6425518989563;175.78386688232422;6.769;False;
552;292.4147290587425;250.37652921676636;307.29968202114105;228.79952770471573;268.91414642333984;215.37113285064697;299.0092036128044;208.09447169303894;297.7582423686981;158.51991367340088;329.27977085113525;175.1789984703064;6.866;False;
555;284.48694413900375;250.20055985450745;306.78028905391693;229.29895913600922;268.7373033761978;214.52878856658936;298.11917197704315;208.53452062606812;298.1210073232651;158.78030633926392;330.76608097553253;174.38955998420715;6.978;False;
558;278.4119303226471;242.50611460208893;307.29968202114105;228.79952770471573;269.42188787460327;215.9964246749878;298.1712361574173;208.52394199371338;297.6237065792084;158.20955395698547;331.40692538022995;173.61749577522278;7.074;False;
561;270.8857545852661;225.82615518569946;281.3681993484497;213.02232205867767;266.29491806030273;193.306800365448;295.82997608184814;207.55214834213257;295.84099531173706;158.457857131958;341.17740392684937;175.6644148826599;7.169;False;
564;263.9758110046387;228.98985159397125;281.26190400123596;215.17704367637634;262.727502822876;198.1253261566162;296.77458024024963;208.62637066841125;293.631040930748;157.20418858528137;338.1018717288971;170.24333906173706;7.266;False;
567;253.04450595378876;243.68785172700882;277.1335344314575;223.4310269355774;257.4326493740082;201.65239644050598;298.2468237876892;209.58650732040405;295.98443508148193;159.52166604995728;324.0957322791219;169.78248834609985;7.377;False;
570;251.66563564538956;259.37862783670425;277.2604752779007;227.87766268849373;257.8107120990753;205.33747732639313;299.5980665385723;206.30155968666077;255.70148849487305;183.77073693275452;290.95566833019257;167.41043901443481;7.473;False;
573;252.9106079339981;257.2549889087677;277.54644882678986;226.59275317192078;254.15960693359375;208.3989613056183;294.0406537055969;197.65929901599884;251.8152083605528;184.73257064819336;283.92769096791744;159.89424419403076;7.568;False;
576;261.77621614933014;250.99402260780334;276.4979784488678;227.03778338432312;251.09739702939987;223.2640483379364;293.20135486125946;197.2023162841797;252.0959902703762;184.0711522102356;281.698379278183;159.92278385162354;7.682;False;
579;263.9242105484009;259.48098742961884;277.3594905138016;226.20782208442688;251.47386354207993;222.21031093597412;293.24713158607483;197.56679737567902;252.5680878162384;183.29529452323914;282.0743741989136;159.91289377212524;7.774;False;
582;246.90077829360962;267.1819947361946;277.5579079389572;227.54164585471153;250.8824803829193;224.14872670173645;292.6765187382698;196.99193531274796;251.1112341284752;185.0906867980957;283.83541207015514;161.60402035713196;7.87;False;
585;242.92409753799438;270.89046120643616;276.87583470344543;225.71596360206604;251.00340068340302;223.9612374305725;292.7995358109474;197.81891286373138;250.60664927959442;184.15750455856323;284.0725969299674;160.68045496940613;7.969;False;
588;246.4925389289856;271.5108070373535;276.6586188673973;225.5639669895172;250.8353155851364;224.0033473968506;292.3775183856487;197.00717520713806;250.47600841522217;184.13687658309937;284.1632048487663;160.97670102119446;8.082;False;
